,Date,Open,High,Low,Close,Volume
0,1980-03-17,0.1826511025428772,0.18557334038647194,0.1826511025428772,0.1826511025428772,10924800
1,1980-03-18,0.18265113121562213,0.18411225036678736,0.1811900287866592,0.18119002878665924,17068800
2,1980-03-19,0.1855732500553131,0.18849603830877787,0.1855732500553131,0.1855732500553131,18508800
3,1980-03-20,0.18557342945092153,0.1877650921632885,0.18484286963939664,0.18484286963939667,11174400
4,1980-03-21,0.1811900173954255,0.1811900173954255,0.17826721072196958,0.1782672107219696,12172800
5,1980-03-24,0.17753656153333588,0.17753656153333588,0.1746143251657486,0.1746143251657486,8966400
6,1980-03-25,0.17534500360488892,0.17826722523927285,0.17534500360488892,0.17534500360488892,11347200
7,1980-03-26,0.1753450043295189,0.17680612351385042,0.1738838851451874,0.17388388514518738,16262400
8,1980-03-27,0.1709616347724999,0.1709616347724999,0.16803884506225586,0.16803884506225586,26918400
9,1980-03-28,0.1746143251657486,0.17753656153333588,0.1746143251657486,0.1746143251657486,20102400
10,1980-03-31,0.18045946955680844,0.18338169114253508,0.18045946955680844,0.18045946955680847,9004800
11,1980-04-01,0.1811900287866592,0.18411225036678736,0.1811900287866592,0.18119002878665924,8179200
12,1980-04-02,0.1826511025428772,0.18557334038647194,0.1826511025428772,0.1826511025428772,12556800
13,1980-04-03,0.18192055989817962,0.18192055989817962,0.17899776995182037,0.17899776995182037,6988800
14,1980-04-07,0.17753656153333588,0.17753656153333588,0.1746143251657486,0.1746143251657486,13478400
15,1980-04-08,0.17534500360488892,0.17826722523927285,0.17534500360488892,0.17534500360488892,29184000
16,1980-04-09,0.17461442883598147,0.17461442883598147,0.17169220745563507,0.17169220745563507,11558400
17,1980-04-10,0.17169217782301044,0.1738838392994576,0.17096161842346194,0.17096161842346191,14784000
18,1980-04-11,0.17096161842346194,0.1738838392994576,0.17096161842346194,0.17096161842346191,9523200
19,1980-04-14,0.17242282629013062,0.17534504867564366,0.17242282629013062,0.17242282629013062,8025600
20,1980-04-15,0.1724227397348154,0.17315328242280983,0.17023049294948578,0.17023049294948578,10598400
21,1980-04-16,0.16657774090014418,0.16657774090014418,0.16365551948547363,0.16365551948547363,10752000
22,1980-04-17,0.16365550790569397,0.16365550790569397,0.160732701420784,0.160732701420784,17702400
23,1980-04-18,0.16292494535446164,0.16584716650732417,0.16292494535446164,0.16292494535446167,18739200
24,1980-04-21,0.16292499327637913,0.16438609592147163,0.16146330535411835,0.16146330535411835,9043200
25,1980-04-22,0.1687694489955902,0.1716922394758713,0.1687694489955902,0.1687694489955902,20428800
26,1980-04-23,0.17899776995182037,0.18192055989817962,0.17899776995182037,0.17899776995182037,14822400
27,1980-04-24,0.17972888052463531,0.1826511016314485,0.17972888052463531,0.17972888052463531,8832000
28,1980-04-25,0.17972877591454847,0.17972877591454847,0.1768059879541397,0.1768059879541397,7104000
29,1980-04-28,0.1768061227831822,0.17826722523927285,0.17534500360488892,0.17534500360488892,6931200
30,1980-04-29,0.1768059879541397,0.17972877591454847,0.1768059879541397,0.1768059879541397,6297600
31,1980-04-30,0.17899776995182037,0.18192055989817962,0.17899776995182037,0.17899776995182037,7065600
32,1980-05-01,0.17972888052463531,0.1826511016314485,0.17972888052463531,0.17972888052463531,7008000
33,1980-05-02,0.1826511025428772,0.18557334038647194,0.1826511025428772,0.1826511025428772,5510400
34,1980-05-05,0.18484286963939664,0.1877650921632885,0.18484286963939664,0.18484286963939667,3513600
35,1980-05-06,0.18484275054106547,0.18703441184129588,0.18411219120025635,0.18411219120025635,6988800
36,1980-05-07,0.18411219120025635,0.18703441184129588,0.18411219120025635,0.18411219120025635,6393600
37,1980-05-08,0.18411220661782388,0.1848427660198101,0.18192052841186526,0.18192052841186523,7468800
38,1980-05-09,0.18411219120025635,0.18703441184129588,0.18411219120025635,0.18411219120025635,16684800
39,1980-05-12,0.18411216139060727,0.18630383905817952,0.1833816021680832,0.1833816021680832,8582400
40,1980-05-13,0.1870344877243042,0.1899572948280689,0.1870344877243042,0.1870344877243042,7372800
41,1980-05-14,0.18995732069015503,0.19287954291463993,0.18995732069015503,0.18995732069015503,4742400
42,1980-05-15,0.1914183646440506,0.1943406026931289,0.1914183646440506,0.1914183646440506,8102400
43,1980-05-16,0.19361016154289246,0.19653238465624773,0.19361016154289246,0.19361016154289246,4838400
44,1980-05-19,0.19434063136577606,0.19726342167870647,0.19434063136577606,0.19434063136577606,8640000
45,1980-05-20,0.19434055719411075,0.19507111653534173,0.19214887917041776,0.19214887917041779,21811200
46,1980-05-21,0.19068779193002744,0.19068779193002744,0.1877650022506714,0.1877650022506714,10540800
47,1980-05-22,0.18776491064897877,0.18849603830877787,0.1855732500553131,0.1855732500553131,5318400
48,1980-05-23,0.19214887917041776,0.19507111653534173,0.19214887917041776,0.19214887917041779,29779200
49,1980-05-27,0.19214892415632018,0.1943406026931289,0.1914183646440506,0.1914183646440506,8332800
50,1980-05-28,0.19580161571502686,0.1987244209862121,0.19580161571502686,0.19580161571502686,6700800
51,1980-05-29,0.19580161571502686,0.1987244209862121,0.19580161571502686,0.19580161571502686,7660800
52,1980-05-30,0.19872450828552246,0.20164672956367002,0.19872450828552246,0.19872450828552246,5721600
53,1980-06-02,0.1994549483060837,0.20237718480092293,0.1994549483060837,0.19945494830608368,6355200
54,1980-06-03,0.19726342167870647,0.19726342167870647,0.19434063136577606,0.19434063136577606,15244800
55,1980-06-04,0.1972634196281433,0.2001856413557831,0.1972634196281433,0.1972634196281433,7680000
56,1980-06-05,0.1972634196281433,0.2001856413557831,0.1972634196281433,0.1972634196281433,6470400
57,1980-06-06,0.1972633026279049,0.1987244209862121,0.19580161571502686,0.19580161571502686,28723200
58,1980-06-09,0.1958017338836826,0.19726342167870647,0.19434063136577606,0.19434063136577606,7545600
59,1980-06-10,0.1965322643518448,0.19945505423123389,0.1965322643518448,0.1965322643518448,17280000
60,1980-06-11,0.19872450828552246,0.20164672956367002,0.19872450828552246,0.19872450828552246,3206400
61,1980-06-12,0.1987244209862121,0.1987244209862121,0.19580161571502686,0.19580161571502686,10809600
62,1980-06-13,0.19580161571502686,0.1987244209862121,0.19580161571502686,0.19580161571502686,3590400
